,time,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22
410,410,30.003,24.249,34.113,24.249,16.44,33.291000000000004,31.236,4.521,9.453,10.275,35.346000000000004,17.262,8.631,14.385,9.864,41.511,5.7540000000000004,31.236,33.702,39.045,33.291000000000004
411,411,39.14,39.552,16.48,39.552,1.236,23.072,27.604,31.724,1.6480000000000001,40.788000000000004,34.196,2.884,0.8240000000000001,35.02,30.488,0.8240000000000001,3.2960000000000003,2.884,3.2960000000000003,39.552,30.076
412,412,10.738,12.803,41.713,4.13,13.629,36.757,18.998,40.887,18.585,16.52,9.086,1.6520000000000001,9.912,18.172,21.063,32.214,26.019000000000002,10.738,0.8260000000000001,16.933,9.499
413,413,6.21,5.382,0.41400000000000003,38.502,38.088,3.3120000000000003,27.738,5.796,26.91,19.458000000000002,36.846000000000004,17.388,36.018,2.07,16.56,28.98,16.56,36.018,11.178,31.05,16.974
414,414,20.335,37.765,2.075,3.735,32.785000000000004,41.5,7.055,39.425000000000004,20.335,4.565,8.715,17.845,10.790000000000001,36.52,2.49,23.655,16.185,9.13,5.8100000000000005,3.735,4.98
415,415,41.184,9.568,33.696,35.36,11.232000000000001,6.656000000000001,12.064,28.288,20.8,21.216,27.04,4.992,25.792,28.704,6.24,17.472,19.136,37.44,17.888,2.912,25.376
416,416,7.923,11.676,8.34,39.198,33.36,37.947,10.008000000000001,27.105,12.093,28.356,23.352,37.947,35.028,1.668,32.109,20.433,21.684,1.2510000000000001,0.417,31.692,30.024
417,417,3.344,12.122,28.424,7.524,20.064,27.588,22.154,32.186,19.228,30.932000000000002,6.2700000000000005,14.212,13.376,7.106,12.122,31.768,17.974,19.646,28.842000000000002,37.62,31.35
418,418,37.71,2.9330000000000003,8.799,18.017,31.425,7.123,31.844,3.771,6.704,42.319,34.358000000000004,38.967,3.352,32.263,28.073,41.9,2.5140000000000002,40.224000000000004,40.643,6.285,2.5140000000000002
419,419,12.6,17.64,11.34,32.76,11.76,4.62,15.96,21.42,11.34,18.900000000000002,24.36,38.22,25.62,35.28,18.48,41.160000000000004,13.86,29.82,35.28,27.3,17.64
420,420,25.26,34.522,23.155,18.524,25.681,22.734,5.894,13.051,4.21,42.1,42.1,13.472,10.104000000000001,22.734,34.943,11.788,0.421,20.629,0.421,12.209,37.89
421,421,14.348,35.87,22.366,16.458000000000002,27.852,5.064,39.246,32.072,12.238,8.018,22.788,38.402,31.650000000000002,23.632,25.32,4.22,8.44,40.09,26.586000000000002,24.476,30.384
422,422,13.113,1.2690000000000001,16.497,25.803,15.228,10.998000000000001,21.150000000000002,15.651,5.0760000000000005,23.265,21.573,33.417,27.918,29.187,17.343,23.688,39.762,10.998000000000001,8.883000000000001,5.4990000000000006,12.69
423,423,31.8,30.528000000000002,25.864,39.008,30.528000000000002,0.424,16.96,4.24,0.848,10.176,5.5120000000000005,39.008,25.016000000000002,5.936,3.392,11.448,33.92,18.232,18.232,33.496,18.232
424,424,39.1,35.7,2.125,27.2,31.025000000000002,14.875,17.425,35.7,10.625,5.525,20.400000000000002,3.4,42.925000000000004,39.525,16.575,31.025000000000002,15.3,23.375,41.225,13.6,34.85
425,425,20.448,4.26,37.062,31.098,19.17,22.578,5.112,34.506,39.192,9.372,17.892,42.174,31.524,41.322,5.538,32.376,25.986,3.408,36.636,6.390000000000001,28.542
426,426,8.113,30.744,27.755,7.259,15.372,22.204,32.025,40.992,18.361,31.598,36.722,34.587,7.259,10.675,36.722,28.182000000000002,1.281,39.284,28.182000000000002,26.474,2.989
427,427,17.976,13.696,3.852,20.116,9.844,14.98,0.428,17.976,12.84,41.516,28.676000000000002,24.396,41.516,8.132,5.564,40.232,37.664,32.1,33.812,35.952,12.412
428,428,18.018,12.441,14.157,8.58,16.731,42.042,2.574,20.163,3.432,31.746000000000002,4.29,27.885,31.317,18.447,36.036,25.311,43.329,2.574,21.879,41.613,26.169
429,429,25.37,36.12,6.88,25.8,33.11,12.47,0.86,25.37,12.9,41.28,24.94,39.99,21.5,24.080000000000002,31.39,25.37,41.71,39.99,42.14,35.26,10.75
430,430,40.945,4.3100000000000005,26.722,24.136,43.1,35.773,7.327,43.1,5.172,2.1550000000000002,33.618,43.531,33.618,23.274,37.497,15.947000000000001,2.586,34.049,15.085,1.293,19.395
431,431,7.776,14.688,4.752,34.56,26.784,11.664,22.896,24.624,34.128,13.824,6.912,38.88,1.728,16.848,20.736,43.2,38.016,25.056,3.456,39.312,13.392
432,432,7.7940000000000005,32.042,32.908,33.341,7.361,40.269,18.619,36.372,38.537,20.351,6.495,21.217,29.444,3.464,17.753,16.887,38.104,39.836,34.64,29.444,43.300000000000004
433,433,9.548,33.418,41.664,37.758,34.286,29.078,23.87,23.436,28.21,36.022,33.418,29.946,13.02,0.434,38.626,41.230000000000004,14.322000000000001,28.644000000000002,36.456,14.322000000000001,33.418
434,434,25.665,26.97,34.800000000000004,8.265,17.835,26.535,27.84,35.235,12.615,31.32,43.5,25.665,36.975,36.54,43.935,8.700000000000001,33.06,36.54,1.74,36.975,21.75
435,435,34.88,31.828,41.856,33.572,27.904,16.132,25.724,38.804,11.336,29.648,25.724,19.184,26.596,43.6,40.548,32.7,41.856,39.676,27.468,24.416,7.412
436,436,34.523,15.295,6.555,24.035,12.236,3.9330000000000003,12.236,25.346,16.169,2.622,10.925,19.228,43.263,29.716,22.724,41.952,33.212,44.137,23.161,14.421000000000001,2.622
437,437,19.272000000000002,17.52,26.28,29.346,8.76,7.884,10.074,32.85,12.702,23.214000000000002,8.76,2.628,35.04,34.164,40.296,27.594,20.148,15.33,17.52,19.272000000000002,4.38
438,438,34.681,35.559,39.071,16.682,33.803,38.632,17.999,25.901,2.634,21.072,0.878,6.146,31.608,18.438,7.463,6.585,13.609,40.827,43.022,14.926,16.682
439,439,11.88,14.52,5.28,21.56,21.56,11.44,26.84,11.44,6.6000000000000005,35.64,26.400000000000002,30.36,28.6,25.96,13.64,29.48,42.68,40.04,14.08,38.28,11.44
440,440,44.541000000000004,43.218,38.808,34.398,18.963,30.87,9.702,13.671000000000001,35.28,20.286,20.286,34.839,33.075,31.311,6.615,22.05,17.64,7.938,44.1,9.261000000000001,0.441
441,441,15.028,21.216,17.238,3.094,12.376,38.012,25.194,19.006,35.802,27.846,37.128,3.536,40.222,0.442,23.868000000000002,38.012,27.846,38.454,28.288,1.768,4.862
442,442,21.707,36.769,33.225,13.733,34.111000000000004,28.352,21.707,21.264,14.176,41.642,1.772,38.984,38.098,39.427,20.378,9.303,41.642,32.339,24.808,36.769,7.531000000000001
443,443,37.296,0.444,13.764000000000001,20.424,27.084,11.544,28.416,39.072,36.408,9.324,15.984,21.312,22.2,1.332,13.764000000000001,11.988,29.748,13.32,4.44,42.624,30.636
444,444,18.245,5.785,16.02,20.47,12.905000000000001,27.145,11.57,41.385,37.38,34.71,27.59,31.595000000000002,15.13,20.47,44.055,9.790000000000001,14.685,37.825,38.27,26.255,37.825
445,445,43.262,11.15,20.962,10.258000000000001,24.084,21.408,27.652,45.046,16.502,15.610000000000001,36.126,0.446,41.924,12.934000000000001,14.272,19.624,22.746000000000002,24.53,0.892,39.248,1.784
446,446,1.788,13.857000000000001,27.714000000000002,3.576,4.47,23.691,27.267,21.456,9.387,40.230000000000004,37.548,18.774,41.571,12.963000000000001,20.115000000000002,29.055,8.493,9.834,16.539,17.433,33.972
447,447,37.184,26.432000000000002,40.32,7.6160000000000005,30.912,7.6160000000000005,5.824,21.056,30.016000000000002,3.584,4.928,44.352000000000004,1.344,21.056,34.496,22.848,27.776,26.432000000000002,20.16,34.048,36.288000000000004
448,448,26.94,4.939,39.512,3.1430000000000002,40.410000000000004,13.919,32.328,20.205000000000002,35.471000000000004,18.409,17.062,15.715,26.94,29.185000000000002,0.449,18.409,2.245,0.898,19.756,7.184,25.593
449,449,15.3,36.45,34.65,20.7,3.15,29.25,20.25,17.1,22.5,10.8,27.900000000000002,34.2,41.85,13.05,18.900000000000002,29.25,21.6,27.900000000000002,16.65,30.6,31.05
450,450,28.413,32.472,17.138,1.353,14.432,25.707,10.824,4.059,44.198,2.706,41.492,2.706,18.04,17.589,4.059,28.413,44.198,29.315,30.668,21.197,44.198
451,451,23.504,42.036,14.464,14.012,21.244,32.544000000000004,10.848,10.848,24.86,27.12,0.452,22.148,20.34,7.684,33.9,18.080000000000002,42.488,29.38,24.408,16.724,3.616
452,452,10.419,21.291,18.573,5.889,9.966000000000001,21.291,41.676,27.18,8.607,34.881,3.624,29.445,1.359,1.359,15.402000000000001,45.753,44.394,37.146,23.556,43.941,9.06
453,453,6.356,4.54,36.32,43.13,7.718,36.32,36.32,30.872,27.694,3.632,19.522000000000002,14.982000000000001,33.142,32.688,11.35,34.958,21.338,18.614,22.246000000000002,11.35,12.712
454,454,19.11,2.73,34.125,26.39,36.4,19.565,30.03,3.185,24.57,40.95,16.38,25.025000000000002,0.91,12.74,38.22,20.02,9.1,10.01,13.195,22.295,9.1
455,455,11.856,25.536,31.008,8.208,36.024,42.864000000000004,12.312,26.904,46.056000000000004,32.832,29.64,12.312,21.432000000000002,19.608,41.496,0.912,26.904,12.312,6.84,1.824,42.408
456,456,44.786,30.619,37.931,15.995000000000001,1.828,40.673,10.511000000000001,0.914,30.162,4.57,1.828,23.307000000000002,26.963,45.243,37.931,35.646,45.243,42.958,9.597,39.759,7.312
457,457,1.374,41.22,4.58,38.472,11.908,16.946,21.068,0.916,35.724000000000004,17.404,5.038,0.916,21.068,8.244,10.076,44.426,26.564,32.976,38.93,21.068,40.304
458,458,44.064,15.606,0.918,11.934000000000001,45.9,19.737000000000002,41.769,22.491,41.31,1.836,20.655,39.015,27.081,27.54,33.048,23.409,39.015,23.868000000000002,14.229000000000001,28.917,7.344
459,459,13.8,19.32,8.74,22.080000000000002,19.32,8.28,11.96,18.86,2.7600000000000002,22.54,22.54,11.96,12.88,24.38,18.86,9.200000000000001,36.34,16.1,28.98,12.42,19.78
460,460,44.717,18.901,9.22,16.596,31.348,6.454,28.121000000000002,15.674,39.646,14.752,23.511,5.532,2.766,22.589000000000002,14.291,16.135,32.27,29.043,35.036,29.504,11.525
461,461,26.334,29.106,24.024,3.696,7.392,15.246,33.726,4.158,9.24,6.006,22.638,2.31,22.176000000000002,18.942,20.79,38.808,10.626,40.194,8.778,40.194,32.34
462,462,12.501,13.427,24.539,10.186,39.818,16.205000000000002,14.816,29.632,0.463,10.649000000000001,27.317,21.761,46.763,43.985,37.04,3.241,17.594,25.465,38.892,27.78,43.522
463,463,2.7840000000000003,13.92,3.248,3.712,28.768,1.856,22.272000000000002,24.592,9.28,14.384,32.016,22.272000000000002,8.352,32.480000000000004,24.592,12.992,22.272000000000002,13.92,45.008,21.808,22.272000000000002
464,464,14.88,35.805,8.835,23.715,20.46,12.09,2.325,6.045,39.06,42.315,24.645,26.04,44.175000000000004,33.480000000000004,0.465,11.625,34.410000000000004,12.09,36.27,5.58,32.55
465,465,45.202,1.3980000000000001,32.154,7.456,14.912,43.804,39.144,9.32,4.194,16.31,40.542,35.416000000000004,12.116,27.96,35.416000000000004,29.824,14.446,21.436,15.378,17.708000000000002,9.786
466,466,11.675,28.02,9.807,2.802,42.964,11.675,0.467,18.68,6.071,23.35,29.888,10.741,7.005,14.944,19.147000000000002,15.411,39.695,13.543000000000001,46.7,22.883,13.543000000000001
467,467,30.888,9.36,15.912,20.592,43.992000000000004,15.444,10.296,47.268,43.992000000000004,24.336000000000002,33.696,7.488,39.312,1.872,1.872,34.632,25.272000000000002,17.784,1.872,21.06,44.928000000000004
468,468,21.574,30.954,34.237,29.078,27.671,34.706,22.512,15.008000000000001,20.167,24.857,10.787,44.555,29.078,47.369,45.962,23.45,22.043,35.175000000000004,7.973,13.132,6.566
469,469,35.25,42.300000000000004,16.45,32.9,9.4,28.2,31.96,33.84,4.7,24.44,9.4,4.7,35.25,16.92,41.83,25.85,21.62,39.480000000000004,24.91,18.8,35.72
470,470,17.427,43.332,10.362,40.035000000000004,19.782,14.13,43.332,24.021,44.745,28.731,29.673000000000002,31.086000000000002,28.26,20.253,40.977000000000004,39.093,15.072000000000001,45.216,39.093,28.26,27.789
471,471,3.7760000000000002,44.84,2.832,5.192,46.728,17.464,30.68,26.904,21.712,24.072,9.44,28.792,24.544,3.7760000000000002,9.44,28.792,38.704,35.872,15.576,11.328,33.984
472,472,33.11,24.596,5.203,44.462,5.203,33.11,37.367,12.771,44.462,20.812,8.987,15.136000000000001,4.257,14.663,3.311,20.339000000000002,16.082,20.812,34.056,4.73,26.961000000000002
473,473,16.59,8.058,16.116,5.214,32.706,13.746,33.18,33.654,32.232,7.11,31.284,27.966,18.96,47.874,23.7,28.44,45.978,6.636,26.07,6.636,24.648
474,474,8.55,24.7,6.175,5.7,13.775,24.7,25.175,8.55,7.125,26.125,22.325,32.775,24.225,14.25,34.2,41.800000000000004,23.275000000000002,19.95,26.6,37.525,31.825
475,475,19.516000000000002,11.424,43.792,12.376,23.324,32.844,15.708,31.416,1.428,36.652,33.796,19.992,26.18,9.996,14.756,25.228,38.556,29.988,9.044,5.712,9.52
476,476,8.109,29.574,25.281,20.034,36.729,24.327,29.097,32.913000000000004,0.47700000000000004,16.218,25.758,41.022,46.746,27.189,25.758,16.695,38.160000000000004,31.959,40.545,20.511,30.528000000000002
477,477,20.076,9.56,15.296000000000001,22.944,13.384,17.686,13.862,25.812,35.85,42.064,42.064,33.938,44.932,9.56,27.246000000000002,26.768,43.02,13.384,29.158,28.202,40.63
478,478,13.891,2.874,24.908,44.068,21.555,37.362,46.942,34.967,44.547000000000004,3.353,6.227,8.622,20.597,42.152,31.614,3.353,11.496,8.622,36.883,11.975,38.799
479,479,0.48,47.52,18.240000000000002,11.52,41.76,24.0,35.04,29.28,3.84,23.04,10.08,8.64,9.6,15.84,26.88,47.52,7.68,1.44,6.72,17.28,48.0
480,480,22.126,4.329,37.037,15.873000000000001,20.202,9.139,7.696,28.86,41.847,11.544,28.379,48.1,37.037,3.367,28.86,25.012,20.202,1.443,40.404,32.227000000000004,20.202
481,481,15.424,23.618000000000002,31.330000000000002,27.956,0.482,0.964,41.934,36.632,22.172,2.41,20.726,40.488,46.272,42.898,42.898,18.798000000000002,12.532,13.978,39.524,14.942,38.078
482,482,30.912,45.402,5.796,16.422,41.538000000000004,4.83,7.728,33.327,20.286,34.293,11.109,37.191,24.633,39.606,5.796,8.211,1.932,37.191,4.83,28.98,42.504
483,483,8.712,20.328,43.56,34.848,39.204,3.872,20.328,30.492,42.108000000000004,29.04,46.464,10.648,33.396,21.78,22.748,20.812,31.944,4.84,18.392,34.364,22.264
484,484,45.105000000000004,2.4250000000000003,2.91,32.01,28.13,38.800000000000004,2.91,3.395,46.075,31.04,26.19,38.315,38.315,18.43,25.22,45.105000000000004,39.285000000000004,16.005,25.705000000000002,39.285000000000004,23.765
485,485,38.394,25.272000000000002,34.992,17.496,34.992,41.31,48.6,15.552,17.982,20.898,40.338,14.58,1.944,35.964,17.496,15.552,4.86,27.216,28.188,46.17,17.01
486,486,8.279,10.714,2.435,12.662,33.603,44.804,42.369,8.766,4.383,33.116,9.253,4.87,48.7,18.506,4.383,48.7,2.922,44.804,2.922,31.655,28.733
487,487,48.312,32.696,27.328,10.248,15.616,44.896,18.544,25.376,25.864,26.84,9.76,41.480000000000004,21.96,3.904,34.648,33.184,45.384,42.456,11.224,16.592,12.688
488,488,11.736,14.181000000000001,21.516000000000002,30.318,2.934,23.472,10.758000000000001,23.961000000000002,32.763,3.423,27.384,44.01,39.12,5.3790000000000004,35.697,4.401,2.445,25.428,18.582,24.45,2.445
489,489,11.76,20.09,27.93,35.77,23.03,12.74,34.79,44.1,15.68,41.65,45.08,27.93,30.38,48.51,6.37,9.31,43.61,25.97,37.730000000000004,48.51,7.3500000000000005
490,490,11.293000000000001,32.897,6.8740000000000006,35.843,17.676000000000002,29.46,20.622,14.73,3.928,22.095,16.694,1.964,26.514,22.586000000000002,1.964,48.118,48.118,18.658,41.735,0.982,21.113
491,491,28.044,46.74,1.968,34.44,15.744,44.28,24.108,32.472,40.836,45.264,42.804,9.348,48.216,44.772,15.252,0.492,33.948,39.36,29.52,40.836,1.476
492,492,11.339,18.241,1.972,26.622,47.821,6.409,1.479,34.51,28.594,7.888,9.367,21.692,16.762,35.003,27.608,31.552,3.451,49.300000000000004,6.409,44.37,21.692
493,493,12.35,49.894,15.808,24.7,9.386000000000001,8.398,31.122,35.568,13.832,9.88,42.978,39.026,22.23,7.41,14.82,27.664,13.832,35.568,39.026,14.82,45.942
494,494,2.475,41.58,22.275000000000002,6.93,27.225,45.54,36.63,17.325,49.005,0.495,5.445,32.175,41.58,15.84,1.485,20.295,7.92,4.455,15.84,12.870000000000001,11.385
495,495,23.808,14.384,12.896,39.184,33.232,45.136,12.896,4.96,2.48,2.976,26.288,45.136,5.456,17.856,9.424,5.456,4.96,20.832,46.624,9.92,33.728
496,496,11.928,29.323,12.922,33.299,20.874,11.431000000000001,15.904,42.742000000000004,24.353,2.485,29.323,1.491,33.796,14.91,3.976,21.371000000000002,6.958,8.449,7.952,30.814,39.76
497,497,37.848,40.836,49.302,0.498,44.82,48.306000000000004,37.848,41.334,41.832,13.944,22.41,1.494,30.876,16.434,20.916,46.314,23.904,30.378,2.988,41.832,7.968
498,498,49.401,28.443,23.952,40.918,30.938000000000002,22.455000000000002,39.92,39.92,22.455000000000002,17.964,50.399,10.479000000000001,23.453,36.427,38.922000000000004,5.988,15.469000000000001,49.401,35.928,37.425000000000004,11.477
499,499,47.5,27.5,7.0,35.5,20.0,6.5,34.5,4.0,12.0,7.5,1.0,7.5,49.5,21.0,20.0,26.5,33.0,13.5,17.0,10.0,20.0
500,500,47.094,37.074,3.0060000000000002,44.088,25.551000000000002,37.074,47.094,35.07,2.004,29.559,44.589,19.539,5.01,2.004,30.561,12.024000000000001,34.569,0.501,7.014,22.044,3.507
501,501,41.666000000000004,11.044,25.602,5.0200000000000005,50.702,5.0200000000000005,16.064,12.048,36.144,34.638,15.562000000000001,41.666000000000004,23.092,32.63,49.698,22.088,35.14,28.112000000000002,36.144,46.686,43.172000000000004
502,502,39.234,50.300000000000004,46.779,15.593,10.563,37.725,50.803000000000004,50.803000000000004,28.168,8.551,50.300000000000004,37.725,23.641000000000002,32.192,49.797000000000004,7.042,19.114,3.521,42.252,1.5090000000000001,16.096
503,503,15.624,47.376,8.568,6.5520000000000005,31.752,46.368,8.568,25.2,11.088000000000001,29.232,29.736,44.352000000000004,46.368,10.584,34.776,26.712,37.296,29.232,12.6,47.88,50.904
504,504,43.935,9.09,20.2,6.565,26.26,44.44,9.595,30.805,37.875,13.13,46.46,35.35,43.43,3.535,16.665,44.44,13.13,26.26,20.2,45.45,22.22
505,505,11.132,27.324,44.528,13.662,27.830000000000002,3.036,16.192,9.108,16.698,0.506,11.132,30.36,22.77,50.094,37.95,39.468,15.686,14.674,35.42,35.42,23.782
506,506,49.179,12.168000000000001,0.507,8.619,2.535,27.885,43.602000000000004,50.193,38.025,9.633000000000001,36.504,16.731,42.081,22.815,29.913,38.532000000000004,20.28,3.549,31.941,29.406000000000002,24.336000000000002
507,507,33.02,31.496000000000002,8.636000000000001,25.400000000000002,35.052,27.432000000000002,44.704,3.556,3.556,33.528,27.94,20.828,50.800000000000004,48.768,34.036,48.26,8.636000000000001,26.924,6.604,7.112,26.924
508,508,25.45,4.581,26.468,23.414,46.319,37.666000000000004,35.63,38.684,32.067,46.828,41.229,23.923000000000002,47.337,20.869,28.504,48.864000000000004,38.175000000000004,42.756,30.031000000000002,50.391,18.833000000000002
509,509,49.47,33.15,33.15,24.48,36.72,23.46,33.660000000000004,31.62,27.03,2.04,37.74,5.61,49.980000000000004,37.74,38.76,26.52,39.27,8.16,34.17,45.39,11.73
510,510,5.621,5.11,3.0660000000000003,13.797,12.775,47.012,13.797,29.638,30.149,5.621,24.017,7.665,49.056000000000004,8.176,49.567,9.198,4.088,4.599,24.528000000000002,37.303,9.198
511,511,2.56,46.08,6.656000000000001,50.176,39.936,44.544000000000004,48.64,38.912,1.024,38.4,0.512,12.288,34.304,46.592,8.704,26.624000000000002,49.664,26.624000000000002,8.192,43.52,16.896
512,512,51.813,48.735,1.026,18.981,47.709,4.617,20.007,22.059,3.591,33.345,24.111,12.825000000000001,29.241,47.709,25.137,11.799,34.884,34.884,19.494,44.631,24.111
513,513,21.074,38.036,35.980000000000004,8.738,45.232,41.12,22.102,29.812,19.532,30.84,48.316,38.036,44.204,16.448,41.12,1.028,48.316,41.634,11.822000000000001,25.186,14.906
514,514,33.99,9.27,32.96,33.99,30.385,9.785,15.965,19.57,12.36,41.715,43.775,27.810000000000002,25.75,9.785,26.265,27.295,38.11,51.5,10.3,46.865,38.11
515,515,27.348,6.708,22.188,41.28,39.216,41.28,36.636,33.024,42.828,29.412,2.064,43.86,15.996,4.644,21.156,26.316,40.764,24.768,18.06,21.156,38.184
516,516,41.877,24.816,39.292,47.047000000000004,2.068,52.217,18.095,6.204,16.027,14.476,22.748,50.666000000000004,36.19,51.183,0.517,51.183,2.068,27.401,41.877,19.129,44.462
517,517,37.814,31.080000000000002,39.886,4.144,18.13,51.800000000000004,32.634,41.44,47.656,30.562,2.59,50.764,11.396,7.252,36.26,9.842,30.562,42.476,30.562,24.346,33.67
518,518,50.862,14.532,10.899000000000001,31.14,32.697,1.038,7.785,50.343,15.051,21.279,48.786,5.7090000000000005,49.824,14.532,5.7090000000000005,32.697,42.558,23.874,49.305,27.507,18.165
519,519,51.480000000000004,27.04,17.16,16.12,44.72,45.24,41.6,4.68,37.44,48.36,52.52,48.88,48.88,3.12,23.400000000000002,29.64,21.84,23.92,47.32,37.96,1.56
520,520,30.218,18.235,34.386,35.428,47.411,37.512,35.949,26.05,23.966,27.092000000000002,34.907000000000004,42.722,17.193,42.722,10.42,34.386,27.613,12.504,26.05,16.672,25.008
521,521,2.61,24.534,14.616,1.044,41.238,14.094,50.634,43.326,42.804,32.364,38.106,51.678000000000004,47.502,45.936,50.112,5.22,52.2,26.1,0.522,36.018,6.7860000000000005
522,522,42.363,6.799,44.455,14.644,34.518,17.782,7.845,32.949,51.777,15.167,31.38,43.409,19.351,45.501,26.150000000000002,47.07,39.225,13.075000000000001,30.334,40.271,32.949
523,523,16.244,40.872,33.012,21.484,41.92,30.392,22.532,13.1,23.580000000000002,42.444,27.248,39.300000000000004,18.34,47.684,12.052,26.2,42.968,27.248,45.064,30.392,8.908
524,524,35.175000000000004,13.125,53.025,44.1,29.925,17.325,37.800000000000004,4.2,19.95,18.375,6.825,20.475,11.55,33.075,35.175000000000004,14.175,18.900000000000002,51.975,43.050000000000004,14.175,46.2
525,525,39.45,29.456,24.722,40.502,23.144000000000002,28.93,33.664,33.664,46.288000000000004,13.15,23.144000000000002,32.612,34.19,2.63,48.392,16.832,52.074,3.682,14.202,49.444,22.092
526,526,22.134,37.944,27.931,44.268,44.268,46.903,33.728,2.6350000000000002,18.972,38.998,47.957,33.728,18.972,49.011,4.216,36.363,10.540000000000001,47.957,11.594,47.43,7.378
527,527,26.928,43.296,3.696,38.016,36.96,52.800000000000004,50.688,49.632,10.56,48.048,26.928,3.696,10.56,41.184,6.864,43.824,12.144,46.464,29.568,38.544000000000004,52.272
528,528,7.9350000000000005,27.508,7.9350000000000005,10.58,25.921,31.740000000000002,42.849000000000004,49.726,39.146,37.03,11.109,34.914,40.204,1.058,29.624000000000002,32.269,22.218,46.023,18.515,43.907000000000004,51.842
529,529,19.61,53.0,48.230000000000004,51.410000000000004,12.72,10.6,27.03,18.02,5.83,14.84,44.52,45.050000000000004,44.52,12.72,30.21,22.79,22.79,15.370000000000001,51.94,0.53,4.7700000000000005
530,530,26.019000000000002,27.081,7.965,22.302,40.887,49.383,12.213000000000001,31.329,32.922000000000004,41.418,20.178,0.531,4.248,25.488,4.779,53.631,50.445,29.736,6.9030000000000005,1.593,39.825
531,531,31.388,25.536,51.604,31.92,45.752,10.108,25.004,18.62,50.54,7.98,1.064,43.624,7.98,50.008,46.816,6.384,24.472,11.172,11.172,50.008,21.812
532,532,10.66,31.447,41.574,38.909,39.975,7.995,40.508,43.173,3.198,7.462,27.183,13.858,31.98,10.66,22.386,5.863,38.909,19.188,24.518,41.041000000000004,25.584
533,533,13.35,22.962,6.408,28.836000000000002,12.282,1.602,48.594,41.652,42.72,13.884,44.856,41.118,12.282,29.904,14.952,4.806,49.128,44.322,45.924,49.128,0.534
534,534,18.19,52.965,12.84,25.68,19.26,27.285,52.43,52.965,21.935,42.265,48.685,38.52,3.21,26.215,24.075,35.31,40.125,1.605,7.49,19.795,34.24
535,535,26.264,18.76,45.56,23.048000000000002,5.36,9.112,36.448,42.344,51.992000000000004,42.344,41.808,10.72,53.064,19.832,18.224,26.8,32.696,43.952,50.92,35.912,51.992000000000004
536,536,30.609,1.611,29.535,49.404,2.148,8.055,9.666,13.425,51.015,38.127,48.867000000000004,52.089,17.721,16.647000000000002,37.053,51.552,26.85,52.089,46.719,36.516,15.036
537,537,44.654,53.800000000000004,17.216,13.988,37.122,46.806000000000004,22.596,6.456,27.438,2.69,39.812,39.274,6.994,37.660000000000004,19.906,40.888,47.344,47.344,43.578,49.496,32.28
538,538,50.666000000000004,42.581,1.617,5.929,41.503,45.815,2.695,14.553,19.404,49.588,18.865000000000002,5.39,8.624,11.319,7.007000000000001,27.489,34.496,31.262,26.95,36.652,40.425000000000004
539,539,35.1,54.0,46.44,39.96,42.660000000000004,26.46,3.7800000000000002,42.660000000000004,42.660000000000004,51.300000000000004,5.4,17.28,41.58,7.5600000000000005,15.66,26.46,34.02,31.32,46.980000000000004,35.1,3.7800000000000002
540,540,11.902000000000001,19.476,53.559000000000005,48.69,2.164,12.984,11.902000000000001,29.755,11.361,40.034,35.165,30.296,40.034,44.903,24.345,43.821,29.755,46.526,45.985,7.033,5.9510000000000005
541,541,48.78,27.642,9.214,4.336,2.71,15.718,37.94,35.772,16.26,18.428,17.886,31.436,13.008000000000001,44.444,25.474,48.238,10.298,50.948,16.802,29.268,23.848
542,542,53.757,49.413000000000004,51.585,21.177,7.059,14.118,10.86,10.86,42.354,19.548000000000002,14.118,42.354,35.838,11.403,54.300000000000004,3.801,3.801,10.86,20.091,52.128,2.715
543,543,51.68,41.344,8.704,50.048,30.464000000000002,11.968,14.144,6.5280000000000005,49.504,8.704,31.552,29.376,39.168,36.992,11.424,4.352,21.76,27.2,38.624,15.776,26.656
544,544,33.79,34.88,25.07,10.9,51.775,38.695,32.155,52.32,47.415,39.785000000000004,3.815,50.685,51.775,7.63,9.81,17.44,19.075,29.975,34.335,15.26,27.795
545,545,32.214,37.128,9.828,22.386,45.864000000000004,10.374,9.282,26.754,36.036,22.932000000000002,26.754,20.748,51.870000000000005,16.38,8.19,12.012,4.368,2.184,19.656,9.282,39.312
546,546,53.059000000000005,5.47,37.196,7.111,2.735,36.102000000000004,11.487,14.222,20.786,20.786,50.324,17.504,9.846,30.632,54.7,18.598,47.589,42.119,2.735,33.914,18.598
547,547,36.716,44.388,52.608000000000004,44.936,13.152000000000001,15.344000000000001,47.676,23.016000000000002,18.084,36.716,41.648,54.252,30.688000000000002,9.316,54.252,47.128,9.864,32.332,36.168,36.716,46.032000000000004
548,548,17.568,7.1370000000000005,31.842000000000002,10.98,23.607,34.587,54.9,24.705000000000002,0.549,16.47,43.371,24.156,15.921000000000001,40.077,21.411,18.117,3.294,46.665,47.763,13.176,29.646
549,549,51.15,43.45,5.5,12.1,41.800000000000004,26.95,19.8,37.4,46.75,53.35,26.400000000000002,48.95,34.65,24.2,38.5,53.35,18.7,48.4,46.75,3.3000000000000003,33.55
